StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,coder,coder_4_TEXT,pmcid,protocol,include,participants,participants_4_TEXT,journal,pubYear,impactFactor,verbatim,powerCalcType,powerCalcType_4_TEXT,multiple,statsKnowledge,version,version_1_TEXT,power,power_1_TEXT,alpha,alpha_1_TEXT,sampleSize,sampleSize_1_TEXT,effectSizeType,effectSizeType_6_TEXT,effectSizeType_7_TEXT,effectSizeValue,effectSizeValue_1_TEXT,statTest,statTest_5_TEXT,statTest_6_TEXT,otherRepro,reproducible,reproducible_2_TEXT,justification,justification_5_TEXT,multCompare,multCompareText,ANOVAwithinBetween,match,matchText,error,errorText,impact,commentsCalc,commentsGeneral
2022-05-25 18:24:10,2022-05-25 18:46:43,IP Address,171.66.13.35,100,1352,True,2022-05-25 18:46:43,R_1MXOZUubR2LCXsu,,,,,37.423,-122.1639,anonymous,EN-GB,EZ,,PMC5842013,Yes,Include,Humans,,Medicine (Baltimore),2018,2.133,"The sample size was estimated using the G∗Power software 3.1.9.2 (Universität Düsseldorf)[26] considering a statistical power (1 – β) of 0.8, effect size of 0.3, and P = .05. The minimal sample size required for each study group was 8",Solves for sample size (often called a priori),,No,Probably,Yes,3.1.9.2,Yes,0.8,Yes,0.05,Yes,8,No,,,Yes,0.3,"correlation (e.g., Pearson's or Spearman's)",,,It is not clear what the PRIMARY OUTCOME is in this paper so the whole statistical analysis is very unclear.,No,,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",NTA,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,"Well, again the primary outcome I find unclear and they don't specify what test they used in GPower so hard to know exactly but I don't get the same values when inputing the values in GPower inputs in the Pearson setting on GPower",Unsure (there's not enough information to reasonably code yes or no).,NTA,,,
2022-05-25 18:46:46,2022-05-25 19:16:49,IP Address,171.66.13.35,100,1803,True,2022-05-25 19:16:49,R_ZryATc92cSVQInf,,,,,37.423,-122.1639,anonymous,EN-GB,EZ,,PMC8160720,No,Include,Humans,,Children (Basel),2021,2.863,"To find out the number of children to be included in future studies in order to demonstrate the predictive value of intraoperative cerebral oxygenation for total problem scale score, power analysis based on expected parameters in multiple linear regression analysis, such as effect size and number of predictors, given the significance level and power, was performed using G*Power software

Mean intraoperative rSO2 values and maximal intraoperative rSO2 change did not correlate with TP (Spearman’s rho 0.2016; p = 0.261 and −0.1783; p = 0.321, respectively), IP (Spearman’s rho 0.1897; p = 0.291 and −0.096; p = 0.595, respectively) or EP (Spearman’s rho 0.1171; p = 0.516 and −0.194; p = 0.279, respectively) and were not predictive for TP, IP or EP. Power analysis, based on our present data, showed that in order to obtain a predictive value of mean intraoperative cerebral oxygenation for TP scale score, assuming power of 0.9, two-tailed significance of 0.05 and including 5 possible confounding factors, at least 555 children should be included in future studies

",Solves for sample size (often called a priori),,No,Probably,No,,No,,No,,Yes,555,No,,,No,,other non-regression (please describe),,Mann-Whitney U test,There's basically nothing reported in this power calculation.,No,,No justification or basis is reported,,Unsure,Again there's nothing about the power calc in this paper.,No,Unsure (there's not enough information to reasonably code yes or no).,Again no information.,Unsure (there's not enough information to reasonably code yes or no).,NTA,,,
2022-05-25 19:16:51,2022-05-25 19:20:58,IP Address,171.66.13.35,100,246,True,2022-05-25 19:20:58,R_3q7IjqD22rwMHZh,,,,,37.423,-122.1639,anonymous,EN-GB,EZ,,PMC7852282,No,Include,Humans,,BMC Biology,2021,7.431,"Based on data from our previous reports [53] or from preliminary experiments, we calculated the sample size using G*Power 3.1.9.2 to ensure adequate power of key experiments for detecting pre-specified effect sizes.",Solves for sample size (often called a priori),,No,Yes,Yes,3.1.9.2,No,,No,,No,,No,,,No,,the statistical test is NOT reported,,,Not enough info,No,,Their own pilot data (that is not published),,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",NTA,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,NTA,"Likely, but I cannot be certain based on the information provided.",NTA,,,
2022-05-25 19:21:01,2022-05-25 19:38:03,IP Address,171.66.13.35,100,1021,True,2022-05-25 19:38:03,R_22xnIqwsGiGa3WE,,,,,37.423,-122.1639,anonymous,EN-GB,EZ,,PMC8700065,No,Include,Humans,,Journal of Hospitality and Tourism management,2021,3.415,"G*power 3.1 software was used to perform a power analysis to determine the appropriate sample size (Faul, Erdfelder, Lang, & Buchner, 2007). The power analysis used an α of 0.05 and a power level of 0.8 as the recommended standard parameter levels (Cohen, 1990). A sample size of 64 was required to reach sufficient statistics. We collected valid responses from 406 participants. Among our four experimental scenarios, the cell sizes ranged from 98 to 107 participants. Therefore, the sample size of this study was more than sufficient to ensure the robustness of the results of the statistical method.",Solves for sample size (often called a priori),,No,Yes,Yes,3.1,Yes,0.8,Yes,0.05,Yes,64,No,,,No,,t-test,,,"No ","Yes, but I've had to make some assumptions. (please list the assumptions you made)",had to assume effect size of |rho|=0.3 (standard setting),No justification or basis is reported,,"No, and there is no reason to account for multiple comparisons (e.g., there is only one analysis, or this analysis is clearly demarcated as the primary analysis)",NTA,No,Yes,NTA,No,NTA,,,
2022-05-25 19:38:08,2022-05-25 19:42:40,IP Address,171.66.13.35,100,271,True,2022-05-25 19:42:40,R_1FahaDHgknFpFB4,,,,,37.423,-122.1639,anonymous,EN-GB,EZ,,PMC5825989,No,Include,Humans,,Frontiers,2018,2.321,"The procedure was exactly the same as that in Experiment 2 except as noted below. Based on the fairness interaction effect of our Experiment 2, we performed a power analysis with power of 0.95 in G∗power 3 (Faul et al., 2007) to calculate the sample size. The result suggested that we should get approximately 60 individuals to achieve the predicted effect size. Thus, sixty naïve participants were tested; the data from one participant was excluded due to being incomplete.

",Solves for sample size (often called a priori),,No,Probably,Yes,3,Yes,0.95,No,,Yes,60,No,,,No,,the statistical test is NOT reported,,,,No,,No justification or basis is reported,,Unsure,NTA,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,There's merely not enough power calculation information available to know,Unsure (there's not enough information to reasonably code yes or no).,NTA,,,
2022-05-25 20:42:35,2022-05-25 20:53:33,IP Address,171.66.13.35,100,657,True,2022-05-25 20:53:33,R_PYUFhbhgKn6o3xT,,,,,37.423,-122.1639,anonymous,EN-GB,EZ,,PMC6659065,No,Include,Humans,,Pakistan Journal of Medical Sciences,2019,0.719,"While calculating the sample size, G. Power 3.0 analysis was used with a 0.5 effect size and 0.80 power, in a 95% confidence interval, and the number of active samples was found out to be at least 52. Considering data losses, the study was completed with a total of 65 participants (experiment: 36, control: 29).

",Solves for sample size (often called a priori),,No,Probably,Yes,3.0,Yes,0.8,Yes,0.05,Yes,52,No,,,Yes,0.5,the statistical test is NOT reported,,,No clearly demarcataed main analysis in the study.,No,,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",NTA,No,Unsure (there's not enough information to reasonably code yes or no).,The information about the statistical test is missing so I don't reasonably know whether they match.,Unsure (there's not enough information to reasonably code yes or no).,Again without knowing the test that is used for the power calc we can't know whether something is wrong.,,,
2022-05-25 20:43:19,2022-05-25 20:59:08,IP Address,171.66.13.217,100,949,True,2022-05-25 20:59:09,R_TdV1QVpsJI9cXvz,,,,,37.423,-122.1639,anonymous,EN-GB,RTT,,PMC6659065,No,Include,Humans,,Pakistan Journal of Medical Sciences,2019,0.719,"While calculating the sample size, G. Power 3.0 analysis was used with a 0.5 effect size and 0.80 power, in a 95% confidence interval, and the number of active samples was found out to be at least 52. Considering data losses, the study was completed with a total of 65 participants (experiment: 36, control: 29).",Solves for sample size (often called a priori),,No,Yes,Yes,3.0,Yes,.80,No,,Yes,52,No,,,Yes,0.5,the statistical test is NOT reported,,,"# of tails",No,,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",They have tables with several statistical tests,No,Unsure (there's not enough information to reasonably code yes or no).,"the power calc may be for a Mann-whitney test, but I can't quite reproduce it. ",Unsure (there's not enough information to reasonably code yes or no).,NTA,,,
2022-05-25 20:59:13,2022-05-25 22:42:00,IP Address,171.66.13.217,100,6166,True,2022-05-25 22:42:00,R_56yo1UPRy5Oo7jb,,,,,37.423,-122.1639,anonymous,EN-GB,RTT,,PMC7417562,No,Include,Humans,,Translational Psychiatry,2020,5.182,"The optimum statistical sample size was calculated with the G*power program (version: 3.1.9.2.). Based on a medium effect size of Cohen’s f = 0.25, two groups (HC vs. PAN), n = 8 repetitions, a significant level of p = 0.05, power of 80% (1–β = 0.80), and after Bonferroni-correction, a total sample size of n = 26 for within-subjects factor and n = 52 for between-subjects factor was needed.",Solves for sample size (often called a priori),,Yes,Yes,Yes,3.1.9.2,Yes,0.80,Yes,0.05,Yes,26,f,,,Yes,0.25,ANOVA,,,correlation among repeated measures,No,,"Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",,2,"They Bonferroni correct, but it's unclear what for. I should add an option.","Yes, but I cannot reasonably assume which option they used.",Yes,"It looks like they used the default ANOVA option, but I can't be sure.",Unsure (there's not enough information to reasonably code yes or no).,"The Bonferonni correction is unclear. I can't reproduce the calculation even though they provide almost all the info. They power for a 2x8 ANOVA, but ran a 2x8x2 ANOVA.",,,They report p-values of 0.000
2022-05-25 22:43:03,2022-05-25 22:53:45,IP Address,171.66.13.217,100,642,True,2022-05-25 22:53:45,R_3EGAPwZbQ7Dctlq,,,,,37.423,-122.1639,anonymous,EN-GB,RTT,,PMC7161266,No,Include,Non-human animals (this includes both in vivo and in vitro studies),,eLife,2015,8.519,"Statistical power analysis was performed using G*Power 3... Unless otherwise indicated, statistical power is at least 0.8 for a significance level of 0.05 for the 50 and 500 ng CH503 doses. ‡N = 47 required for power of 0.8; †N = 201 required for 0.8 power...Unless otherwise indicated, statistical power is at least 0.8 for a significance level of 0.05 for the 50 and 500 ng CH503 doses. †N ∼ 100 needed to achieve 0.8 power.",Other,,Yes,Yes,Yes,3,Yes,.80,Yes,0.05,Yes,47,No,,,No,,t-test,,,"# of tails. independent groups or paired.",No,,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",NTA,No,Yes,NTA,"Likely, but I cannot be certain based on the information provided.","It appears to just be a posthoc power calculation, but the researchers aren't treating it as such / don't understand what they are doing.",,"It appears they are using the effect size found in their study, but it's unclear.",
2022-05-25 20:53:35,2022-05-25 23:03:14,IP Address,171.66.13.177,100,7778,True,2022-05-25 23:03:14,R_2VdRiGp9IQ1SjvC,,,,,37.423,-122.1639,anonymous,EN-GB,EZ,,PMC7417562,No,Include,Humans,,Translational Psychiatry,2020,5.182,"The optimum statistical sample size was calculated with the G*power program (version: 3.1.9.2.). Based on a medium effect size of Cohen’s f = 0.25, two groups (HC vs. PAN), n = 8 repetitions, a significant level of p = 0.05, power of 80% (1–β = 0.80), and after Bonferroni-correction, a total sample size of n = 26 for within-subjects factor and n = 52 for between-subjects factor was needed. ",Solves for sample size (often called a priori),,Yes,Probably,Yes,3.1.9.2,Yes,0.8,Yes,0.05,Yes,26,f,,,Yes,0.25,ANOVA,,,"Non sphericity correction,
Correlation among repeated measures.",No,,"Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",,Yes,Bonferroni correction,"Yes, but the researchers use the default option.",Yes,NTA,No,NTA,,,
